Title	Price	Month_Year	Kms	Fuel	Transmission
FIAT 500 1.2 Pop - CONSEGNA A CASA	€ 13.299	Giugno 2019	18.860 km	GPL - Euro 6	Manuale
FIAT 500 1.2 Pop - CONSEGNA A CASA	€ 13.299	Giugno 2019	18.860 km	GPL - Euro 6	Manuale
FIAT 500 1.2 Pop - CONSEGNA A CASA	€ 13.299	Giugno 2019	18.860 km	GPL - Euro 6	Manuale
FIAT 500 1.2 Pop - CONSEGNA A CASA	€ 13.299	Giugno 2019	18.860 km	GPL - Euro 6	Manuale
FIAT 500 1.2 Pop - CONSEGNA A CASA	€ 13.299	Giugno 2019	18.860 km	GPL - Euro 6	Manuale
FIAT 500 1.2 Pop - CONSEGNA A CASA	€ 13.299	Giugno 2019	18.860 km	GPL - Euro 6	Manuale
FIAT 500 1.2 Pop - CONSEGNA A CASA	€ 13.299	Giugno 2019	18.860 km	GPL - Euro 6	Manuale
FIAT 500 1.2 Pop - CONSEGNA A CASA	€ 13.299	Giugno 2019	18.860 km	GPL - Euro 6	Manuale
FIAT 500 1.2 Pop - CONSEGNA A CASA	€ 13.299	Giugno 2019	18.860 km	GPL - Euro 6	Manuale
FIAT 500 1.2 Pop - CONSEGNA A CASA	€ 13.299	Giugno 2019	18.860 km	GPL - Euro 6	Manuale
FIAT 500 1.2 Pop - CONSEGNA A CASA	€ 13.299	Giugno 2019	18.860 km	GPL - Euro 6	Manuale
FIAT 500 1.2 Pop - CONSEGNA A CASA	€ 13.299	Giugno 2019	18.860 km	GPL - Euro 6	Manuale
FIAT 500 1.2 Pop - CONSEGNA A CASA	€ 13.299	Giugno 2019	18.860 km	GPL - Euro 6	Manuale
Fiat 500 C 1.3 Multijet 95 Cv Riva	€ 17.000	Gennaio 2017	62.000 km	Diesel - Euro 6	Manuale
FIAT 500 1.2 Lounge - CONSEGNA A CASA	€ 12.699	Febbraio 2018	24.810 km	Benzina - Euro 6	Manuale
FIAT 500 1.2 Lounge - CONSEGNA A CASA	€ 12.699	Febbraio 2018	24.810 km	Benzina - Euro 6	Manuale
FIAT 500 1.2 Lounge - CONSEGNA A CASA	€ 12.699	Febbraio 2018	24.810 km	Benzina - Euro 6	Manuale
FIAT 500 1.2 Lounge - CONSEGNA A CASA	€ 12.699	Febbraio 2018	24.810 km	Benzina - Euro 6	Manuale
FIAT 500 1.2 Lounge - CONSEGNA A CASA	€ 12.699	Febbraio 2018	24.810 km	Benzina - Euro 6	Manuale
FIAT 500 1.2 Lounge - CONSEGNA A CASA	€ 12.699	Febbraio 2018	24.810 km	Benzina - Euro 6	Manuale
FIAT 500 1.2 Lounge - CONSEGNA A CASA	€ 12.699	Febbraio 2018	24.810 km	Benzina - Euro 6	Manuale
FIAT 500 1.2 Lounge - CONSEGNA A CASA	€ 12.699	Febbraio 2018	24.810 km	Benzina - Euro 6	Manuale
FIAT 500 1.2 Lounge - CONSEGNA A CASA	€ 12.699	Febbraio 2018	24.810 km	Benzina - Euro 6	Manuale
FIAT 500 1.2 Lounge - CONSEGNA A CASA	€ 12.699	Febbraio 2018	24.810 km	Benzina - Euro 6	Manuale
FIAT 500 1200 LOUNGE AUTOM. GPL CARPLAY PDC CERCHI ITALIA	€ 17.970	Marzo 2019	16.000 km	GPL - Euro 0	Automatico
Fiat 500 1.2 Lounge Tetto Cambio Automatico	€ 7.500	Maggio 2010	100.000 km	Benzina - Euro 4	Automatico
FIAT 500 1.4 16V Sport	€ 5.900	Giugno 2007	143.000 km	Benzina - Euro 4	Manuale
FIAT 500 1.2 Lounge	€ 15.800	Febbraio 2020	25.898 km	Benzina - Euro 6	Manuale
Fiat 500 500 1.2 Lounge /GPL/OK NEOPATENTATI/BELLISSIMA	€ 9.500	Marzo 2014	106.000 km	GPL - Euro 6	Manuale
FIAT 500 1.2 Lounge Ok Neopatentati Km Certificati	€ 7.700	Febbraio 2011	107.974 km	Benzina - Euro 5	Manuale
FIAT 500 500 1.2 Sport	€ 7.800	2010	103.000 km	Benzina - Euro 0	Manuale
FIAT 500 1.3 mjt Lounge 95cv	€ 15.000	Gennaio 2019	69.564 km	Diesel - Euro 6	Manuale
FIAT 500 Sport	€ 6.500	Gennaio 2009	140.000 km	Benzina - Euro 4	Manuale
FIAT 500 500 1.2 Lounge	€ 13.500	Giugno 2018	13.000 km	Benzina - Euro 0	Manuale
FIAT 500 1.2 Dualogic Star - CONSEGNA A CASA	€ 16.499	Luglio 2020	29.780 km	Benzina - Euro 6	Automatico
FIAT 500 1.2 Dualogic Star - CONSEGNA A CASA	€ 16.499	Luglio 2020	29.780 km	Benzina - Euro 6	Automatico
FIAT 500 1.2 Dualogic Star - CONSEGNA A CASA	€ 16.499	Luglio 2020	29.780 km	Benzina - Euro 6	Automatico
FIAT 500 1.2 Dualogic Star - CONSEGNA A CASA	€ 16.499	Luglio 2020	29.780 km	Benzina - Euro 6	Automatico
FIAT 500 1.2 Dualogic Star - CONSEGNA A CASA	€ 16.499	Luglio 2020	29.780 km	Benzina - Euro 6	Automatico
FIAT 500 1.2 Dualogic Star - CONSEGNA A CASA	€ 16.499	Luglio 2020	29.780 km	Benzina - Euro 6	Automatico
FIAT 500 1.2 Dualogic Star - CONSEGNA A CASA	€ 16.499	Luglio 2020	29.780 km	Benzina - Euro 6	Automatico
Fiat 500C 1.2 LOUNGE 69CV MY20	€ 16.900	Maggio 2019	20.000 km	Benzina - Euro 6	Manuale
Fiat 500 C 1.2 Lounge	€ 9.990	Marzo 2014	80.000 km	Benzina - Euro 6	Manuale
Fiat 500 500 1.2 Pop Star 69cv my14	€ 10.900	Gennaio 2015	81.000 km	Benzina - Euro 6	Automatico
FIAT 500 1.2 Lounge GPL!	€ 15.800	Marzo 2020	25.175 km	Benzina - Euro 6	Manuale
Fiat 500 1.2 Lounge Ok Neopatentati 76.000 Kilometri	€ 7.200	Marzo 2008	76.000 km	Benzina - Euro 4	Manuale
Fiat 500 1.2 69 Cv Tettuccio Ok Neopatentati Garanzia Full	€ 6.800	Luglio 2009	125.000 km	Benzina - Euro 5	Manuale
FIAT 500C 1.2 Pop Star/ideale per neopatentati!!!	€ 9.700	Aprile 2014	85.000 km	Benzina - Euro 6	Manuale
FIAT 500 0.9 TWINAIR TURBO SPORT	€ 8.900	Settembre 2011	56.212 km	Benzina - Euro 5	Manuale
FIAT 500 1.2 Lounge - CONSEGNA A CASA	€ 12.699	Febbraio 2018	24.810 km	Benzina - Euro 6	Manuale
FIAT 500 1.2 Lounge - CONSEGNA A CASA	€ 12.699	Febbraio 2018	24.810 km	Benzina - Euro 6	Manuale
FIAT 500 1.2 Lounge - CONSEGNA A CASA	€ 12.699	Febbraio 2018	24.810 km	Benzina - Euro 6	Manuale
FIAT 500 1.2 Lounge - CONSEGNA A CASA	€ 12.699	Febbraio 2018	24.810 km	Benzina - Euro 6	Manuale
FIAT 500 1.2 Lounge - CONSEGNA A CASA	€ 12.699	Febbraio 2018	24.810 km	Benzina - Euro 6	Manuale
"FIAT 500 1.2 ""S"" 69 Cv APPLE & ANDROID-PELLE-CERCHI ""15"	€ 13.900	Gennaio 2019	59.000 km	Benzina - Euro 6	Manuale
FIAT ANDERE 500 La Prima Berlina 42 kWh	€ 29.400	Dicembre 2021	6.005 km	Elettrico - Euro 0	Automatico
FIAT 500 1.2 EasyPower Lounge GPL *OK NEOPATENTATI	€ 13.500	Aprile 2018	52.075 km	GPL - Euro 6	Manuale
FIAT 500 500 1.3 Multijet Lounge	€ 13.600	Agosto 2018	71.095 km	Diesel - Euro 6	Manuale
FIAT 500 1.2 Lounge GPL	€ 7.500	Febbraio 2012	186.250 km	GPL - Euro 5	Manuale
FIAT 500 1.0 Hybrid Lounge	€ 14.900	Dicembre 2020	41.704 km	Ibrido - Euro 6	Manuale
Fiat 500 500 1.2 Lounge easypower Gpl 69cv	€ 12.000	Febbraio 2017	95.000 km	GPL - Euro 6	Manuale
FIAT 500 1.2 Pop	€ 13.900	Agosto 2019	11.000 km	Benzina - Euro 6	Manuale
FIAT 500 1.2 Rockstar automatica+pelle full	€ 16.800	Novembre 2019	15.000 km	Benzina - Euro 6	Automatico
FIAT 500C 1.2 S	€ 13.500	Novembre 2016	65.315 km	Benzina - Euro 6	Automatico
FIAT 500 500 1.2 Lounge	€ 6.900	Aprile 2008	103.418 km	Benzina - Euro 4	Manuale
FIAT 500 C 1.2 Lounge	€ 12.550	Giugno 2016	70.000 km	Benzina - Euro 6	Manuale
FIAT 500 1.2 Dualogic Star - CONSEGNA A CASA	€ 16.499	Luglio 2020	29.780 km	Benzina - Euro 6	Automatico
FIAT 500 1.2 Dualogic Star - CONSEGNA A CASA	€ 16.499	Luglio 2020	29.780 km	Benzina - Euro 6	Automatico
FIAT 500 1.2 Dualogic Star - CONSEGNA A CASA	€ 16.499	Luglio 2020	29.780 km	Benzina - Euro 6	Automatico
FIAT 500 1.2 Dualogic Star - CONSEGNA A CASA	€ 16.499	Luglio 2020	29.780 km	Benzina - Euro 6	Automatico
FIAT 500 1.2 Dualogic Star - CONSEGNA A CASA	€ 16.499	Luglio 2020	29.780 km	Benzina - Euro 6	Automatico
FIAT 500 1.2 Dualogic Star - CONSEGNA A CASA	€ 16.499	Luglio 2020	29.780 km	Benzina - Euro 6	Automatico
FIAT 500 1.2 Dualogic Star - CONSEGNA A CASA	€ 16.499	Luglio 2020	29.780 km	Benzina - Euro 6	Automatico
FIAT 500 1.2 Dualogic Star - CONSEGNA A CASA	€ 16.499	Luglio 2020	29.780 km	Benzina - Euro 6	Automatico
FIAT 500 500 1.3 Multijet 95 CV Lounge	€ 13.500	Luglio 2018	55.000 km	Diesel - Euro 0	Manuale
FIAT 500 1.0 Hybrid Lounge	€ 16.590	Settembre 2020	5.765 km	Ibrido - Euro 0	Manuale
Fiat 500 1.0 Hybrid Dolcevita	€ 16.900	Maggio 2021	21.267 km	Ibrido - Euro 6	Manuale
FIAT 500 1.2 Lounge Neopatentati Uniprò Uconnect	€ 14.400	Maggio 2019	23.978 km	Benzina - Euro 6	Manuale
FIAT 500C 1.2 60° - CONSEGNA A CASA	€ 16.149	Gennaio 2018	9.980 km	Benzina - Euro 6	Manuale
FIAT 500C 1.2 60° - CONSEGNA A CASA	€ 16.149	Gennaio 2018	9.980 km	Benzina - Euro 6	Manuale
FIAT 500C 1.2 60° - CONSEGNA A CASA	€ 16.149	Gennaio 2018	9.980 km	Benzina - Euro 6	Manuale
FIAT 500C 1.2 60° - CONSEGNA A CASA	€ 16.149	Gennaio 2018	9.980 km	Benzina - Euro 6	Manuale
FIAT 500C 1.2 60° - CONSEGNA A CASA	€ 16.149	Gennaio 2018	9.980 km	Benzina - Euro 6	Manuale
FIAT 500C 1.2 60° - CONSEGNA A CASA	€ 16.149	Gennaio 2018	9.980 km	Benzina - Euro 6	Manuale
FIAT 500C 1.2 60° - CONSEGNA A CASA	€ 16.149	Gennaio 2018	9.980 km	Benzina - Euro 6	Manuale
FIAT 500C 1.2 60° - CONSEGNA A CASA	€ 16.149	Gennaio 2018	9.980 km	Benzina - Euro 6	Manuale
FIAT 500C 1.2 60° - CONSEGNA A CASA	€ 16.149	Gennaio 2018	9.980 km	Benzina - Euro 6	Manuale
FIAT 500C 1.2 60° - CONSEGNA A CASA	€ 16.149	Gennaio 2018	9.980 km	Benzina - Euro 6	Manuale
FIAT 500C 1.2 60° - CONSEGNA A CASA	€ 16.149	Gennaio 2018	9.980 km	Benzina - Euro 6	Manuale
FIAT 500C 1.2 60° - CONSEGNA A CASA	€ 16.149	Gennaio 2018	9.980 km	Benzina - Euro 6	Manuale
FIAT 500C 1.2 60° - CONSEGNA A CASA	€ 16.149	Gennaio 2018	9.980 km	Benzina - Euro 6	Manuale
FIAT 500C 1.2 60° - CONSEGNA A CASA	€ 16.149	Gennaio 2018	9.980 km	Benzina - Euro 6	Manuale
FIAT 500C 1.2 60° - CONSEGNA A CASA	€ 16.149	Gennaio 2018	9.980 km	Benzina - Euro 6	Manuale
FIAT 500 1.2 EasyPower Lounge 69CV * GPL *	€ 14.500	Maggio 2019	18.000 km	GPL - Euro 6	Manuale
FIAT 500 1.2 Lounge - CONSEGNA A CASA	€ 11.449	Luglio 2015	53.850 km	Benzina - Euro 6	Automatico
FIAT 500 1.2 Lounge - CONSEGNA A CASA	€ 11.449	Luglio 2015	53.850 km	Benzina - Euro 6	Automatico
FIAT 500 1.2 Lounge	€ 12.400	Dicembre 2017	39.100 km	Benzina - Euro 6	Manuale
FIAT 500C 1.2 69CV COLLEZIONE *BEATS AUDIO*	€ 15.290	Ottobre 2018	22.000 km	Benzina - Euro 6	Manuale
FIAT 500 1.2 STAR + GPL + INTERNI IN PELLE BICOLOR	€ 14.490	Aprile 2020	19.500 km	GPL - Euro 6	Manuale
FIAT 500 1.2 EasyPower Lounge GPL Della Casa	€ 10.900	Luglio 2014	39.900 km	GPL - Euro 5	Manuale
Fiat 500 1.2 lounge s&s 69cv Ok Neopatentati / App Connect	€ 14.990	Ottobre 2019	22.811 km	Benzina - Euro 6	Manuale
Fiat 500 1.2 lounge s&s 69cv Ok Neopatentati / App Connect	€ 14.990	Ottobre 2019	22.811 km	Benzina - Euro 6	Manuale
Fiat 500 1.2 lounge s&s 69cv Ok Neopatentati / App Connect	€ 14.990	Ottobre 2019	22.811 km	Benzina - Euro 6	Manuale
Fiat 500 1.2 69cv Lounge Aut. Dualogic Tetto Apribile Carplay Sensors Cerchi 16	€ 16.480	Dicembre 2020	10.583 km	Benzina - Euro 6	Automatico
Fiat 500 1.2 69cv Lounge Aut. Dualogic Tetto Apribile Carplay Sensors Cerchi 16	€ 16.480	Dicembre 2020	10.583 km	Benzina - Euro 6	Automatico
FIAT 500 1.2 STAR+ GPL+ INTERNI IN PELLE	€ 14.390	Aprile 2020	29.000 km	GPL - Euro 6	Manuale
FIAT 500 1.2 Sport Cambio Automatico	€ 6.900	Marzo 2009	116.300 km	Benzina - Euro 4	Automatico
Fiat 500 1.3 Multijet 16V 75 CV Sport GARANZIA 24 MESI	€ 7.199	Dicembre 2008	97.599 km	Diesel - Euro 4	Manuale
Fiat 500 1.2 Lounge + Gpl*	€ 12.890	Dicembre 2018	42.000 km	Benzina - Euro 6	Manuale
FIAT 500 1.2 Lounge	€ 15.790	Febbraio 2020	9.864 km	Benzina - Euro 0	Manuale
Fiat 500 595 1.4 t-jet pista 165cv	€ 24.900	Gennaio 2020	28.600 km	Altro - Euro 0	Manuale
Fiat 500 595 1.4 t-jet pista 165cv	€ 24.900	Gennaio 2020	28.600 km	Altro - Euro 0	Manuale
Fiat 500 595 1.4 t-jet pista 165cv	€ 24.900	Gennaio 2020	28.600 km	Altro - Euro 0	Manuale
FIAT 500 1.2 Dualogic Lounge	€ 12.900	Luglio 2017	56.470 km	Benzina - Euro 6	Manuale
FIAT 500 500 1.2 EasyPower Lounge	€ 9.500	Gennaio 2015	114.000 km	GPL - Euro 0	Manuale
FIAT 500 1.2 i.e FIRE GUIDABILE DA NEOPATENTATI	€ 5.700	Settembre 2009	196.000 km	Benzina - Euro 0	Manuale
FIAT 500C C 1.2 Lounge	€ 9.500	Giugno 2013	124.000 km	Benzina - Euro 5	Manuale
Fiat 500 1.3 mjt Lounge 95 CV Uff Italy Tetto Bluetooth USB	€ 13.490	Aprile 2017	89.594 km	Diesel - Euro 6	Manuale
FIAT 500C 1.0 Hybrid Rockstar , AZIENDALE	€ 18.480	Novembre 2020	7.640 km	Ibrido - Euro 6	Manuale
FIAT 500C 1.0 Hybrid Rockstar , AZIENDALE	€ 18.480	Novembre 2020	7.640 km	Ibrido - Euro 6	Manuale
FIAT 500C 1.0 Hybrid Rockstar , AZIENDALE	€ 18.480	Novembre 2020	7.640 km	Ibrido - Euro 6	Manuale
Fiat 500 1.2 Sport Gpl	€ 5.900	Ottobre 2007	157.000 km	GPL - Euro 4	Manuale
Fiat 500 1.2 Gpl Lounge - Gpl Appena Revisionato	€ 8.500	Maggio 2012	110.734 km	GPL - Euro 5	Manuale
Fiat 500 1.2 Gpl Lounge - Gpl Appena Revisionato	€ 8.500	Maggio 2012	110.734 km	GPL - Euro 5	Manuale
Fiat 500 1.2 EasyPower GPL PRONTA CONSEGNA NO VINCOLI	€ 12.900	Maggio 2017	60.000 km	GPL - Euro 6	Manuale
FIAT 500 1.2 NAVIGATORE	€ 13.000	Giugno 2018	39.000 km	Benzina - Euro 6	Manuale
FIAT 500 1.2 Lounge	€ 9.500	Giugno 2014	90.896 km	Benzina - Euro 6	Manuale
FIAT 500C C 0.9 TwinAir Lounge Cabriolet Certificata	€ 9.200	Aprile 2013	89.800 km	Benzina - Euro 5	Manuale
FIAT 500 1.3 MULTIJET 95CV EURO 6B *LOUNGE* FULL OPTIONALS	€ 11.990	Gennaio 2017	98.000 km	Diesel - Euro 0	Manuale
Fiat 500 1.2 Pop 69cv	€ 8.800	Aprile 2013	93.902 km	Benzina - Euro 0	Manuale
FIAT 500 1.2 Lounge 69cv	€ 8.690	Ottobre 2011	52.286 km	Benzina - Euro 4	Manuale
FIAT 500 1.2 Lounge - CONSEGNA A CASA	€ 11.449	Luglio 2015	53.850 km	Benzina - Euro 6	Automatico
FIAT 500 1.2 Lounge - CONSEGNA A CASA	€ 11.449	Luglio 2015	53.850 km	Benzina - Euro 6	Automatico
FIAT 500 1.2 Lounge - CONSEGNA A CASA	€ 11.449	Luglio 2015	53.850 km	Benzina - Euro 6	Automatico
FIAT 500 1.3 Multijet 95 CV Lounge *GARANTITO*	€ 13.800	Gennaio 2018	59.016 km	Diesel - Euro 6	Manuale
FIAT 500 1.3 Multijet 95 CV Lounge *GARANTITO*	€ 13.800	Gennaio 2018	59.016 km	Diesel - Euro 6	Manuale
FIAT 500 500 1.2 Lounge	€ 7.500	Gennaio 2010	74.496 km	Benzina - Euro 5	Automatico
Fiat 500 1.3 Multijet 16v 95 Cv Lounge	€ 6.200	Aprile 2010	190.000 km	Diesel - Euro 5	Manuale
FIAT 500 C 1.2 Lounge 1.2 b.69 hp ok x neopatentati	€ 9.500	Giugno 2011	68.000 km	Benzina - Euro 0	Manuale
FIAT 500 1.2 Lounge Dualogic 69CV * AUTOMATICA *	€ 7.300	Luglio 2009	67.000 km	Benzina - Euro 5	Automatico
Fiat 500 500 1.2 Lounge	€ 9.900	Ottobre 2014	55.500 km	Benzina - Euro 0	Manuale
Fiat 500 1.0 Hybrid Rockstar	€ 15.500	Maggio 2020	26.600 km	Elettrico - Euro 6	Manuale
FIAT 500 1.3 mjt 16v Lounge 95cv	€ 8.490	Novembre 2011	63.284 km	Diesel - Euro 5	Manuale
FIAT 500 1.3 Multijet 16V 95 CV Pop	€ 8.900	Maggio 2012	115.000 km	Diesel - Euro 5	Manuale
Fiat 500 0.9 t.air t. Lounge 85cv	€ 6.900	Settembre 2010	145.000 km	Benzina - Euro 5	Manuale
FIAT 500 1.2 EasyPower Lounge	€ 8.500	Novembre 2012	102.650 km	GPL - Euro 5	Manuale
FIAT 500 1.3 Multijet 95 CV Lounge	€ 14.500	Aprile 2018	45.000 km	Diesel - Euro 6	Manuale
Fiat 500 S Cabrio 0.9 Benzina 105CV	€ 16.390	Ottobre 2016	18.891 km	Benzina - Euro 0	Manuale
FIAT 500 Hybrid 1.0 70cv Lounge EU6	€ 14.300	Giugno 2020	24.700 km	Benzina - Euro 6	Manuale
Fiat 500 1.2 'S' - SPORT NEOPATENTATI	€ 10.500	Giugno 2015	95.100 km	Benzina - Euro 6	Manuale
FIAT 500 1.2 EasyPower 69cv Lounge GPL	€ 8.900	Gennaio 2014	126.500 km	GPL - Euro 5	Manuale
"Fiat 500 "" S "" 1.3 MULTIJET 95 CV * SERIE SPECIALE SPORT *"	€ 7.900	Gennaio 2014	267.000 km	Diesel - Euro 0	Manuale
FIAT 500 1.2 69CV Lounge	€ 13.990	Maggio 2019	51.330 km	Benzina - Euro 6	Manuale
Fiat 500 1.2 Sport UNICOPROPRIETARIO OK NEOPATENTATI	€ 7.300	Aprile 2010	114.000 km	Benzina - Euro 5	Manuale
FIAT 500 1.2 S - CONSEGNA A CASA	€ 13.399	Gennaio 2018	26.650 km	Benzina - Euro 6	Manuale
FIAT 500 1.2 S - CONSEGNA A CASA	€ 13.399	Gennaio 2018	26.650 km	Benzina - Euro 6	Manuale
FIAT 500 1.2 S - CONSEGNA A CASA	€ 13.399	Gennaio 2018	26.650 km	Benzina - Euro 6	Manuale
FIAT 500 1.2 S - CONSEGNA A CASA	€ 13.399	Gennaio 2018	26.650 km	Benzina - Euro 6	Manuale
FIAT 500 1.2 S - CONSEGNA A CASA	€ 13.399	Gennaio 2018	26.650 km	Benzina - Euro 6	Manuale
FIAT 500 1.2 S - CONSEGNA A CASA	€ 13.399	Gennaio 2018	26.650 km	Benzina - Euro 6	Manuale
FIAT 500 1.2 S - CONSEGNA A CASA	€ 13.399	Gennaio 2018	26.650 km	Benzina - Euro 6	Manuale
FIAT 500 C 1.2 CLIMA,CERCHI LEGA,SENSORI POSTERIORI	€ 13.200	Marzo 2016	60.000 km	Benzina - Euro 6	Manuale
FIAT 500 500 1.4 Lounge NEOPATENTATI	€ 5.900	Agosto 2008	165.000 km	Benzina - Euro 0	Manuale
Fiat 500 1.2 easypower Gpl 69cv	€ 9.900	Gennaio 2016	115.000 km	GPL - Euro 6	Manuale
Fiat 500 1.3 mjt Lounge 95cv my18	€ 13.950	Novembre 2018	68.819 km	Diesel - Euro 6	Manuale
FIAT 500 La Prima Berlina	€ 25.490	Dicembre 2020	4.000 km	Elettrico - Euro 0	Automatico
FIAT 500C 1.2 Lounge MY 19	€ 15.900	Giugno 2019	19.100 km	Benzina - Euro 6	Manuale
FIAT 500C 1.2 Lounge MY 19	€ 15.900	Giugno 2019	19.100 km	Benzina - Euro 6	Manuale
FIAT 500C 1.2 Lounge MY 19	€ 15.900	Giugno 2019	19.100 km	Benzina - Euro 6	Manuale
Fiat 500 1.2 Lounge	€ 8.500	Maggio 2013	114.000 km	Benzina - Euro 5	Manuale
"Fiat 500 1.2 Lounge , ok neopatentati , TETTO , 16"" , NAVI"	€ 12.490	Maggio 2016	65.000 km	Benzina - Euro 6	Automatico
FIAT 500 1.2 Lounge	€ 8.500	Novembre 2012	74.100 km	Benzina - Euro 6	Manuale
FIAT 500 1.2 Lounge NEOPATENTATI	€ 15.400	Aprile 2019	17.800 km	Benzina - Euro 6	Manuale
FIAT 500 1.2 EasyPower Lounge	€ 13.700	Dicembre 2018	41.900 km	GPL - Euro 6	Manuale
FIAT 500 1.2 Lounge - CONSEGNA A CASA	€ 11.599	Gennaio 2017	50.360 km	Benzina - Euro 6	Manuale
Fiat 500 1.2 Lounge Tetto	€ 12.450	Gennaio 2017	53.570 km	Benzina - Euro 6	Manuale
FIAT 500C III Benzina 1.2 Pop 69cv my14	€ 10.900	Maggio 2015	83.460 km	Benzina - Euro 6	Manuale
FIAT 500 1.2 Mirror	€ 14.300	Maggio 2019	27.000 km	Benzina - Euro 6	Manuale
FIAT 500 1.2 EasyPower Lounge NEOPATENTATI	€ 5.990	Luglio 2012	188.200 km	GPL - Euro 5	Manuale
FIAT 500C C 1.2 Lounge	€ 9.300	Agosto 2014	112.000 km	Benzina - Euro 6	Manuale
FIAT 500 1.2 Lounge navi +CarPlay +Gpl	€ 14.490	Giugno 2020	15.900 km	GPL - Euro 6	Manuale
FIAT 500 1.2 LOUNGE CERCHI UCONNECT RUOTINO GARANZIA 2 ANNI	€ 12.400	Maggio 2017	68.441 km	Benzina - Euro 6	Manuale
FIAT 500 500 1.3 Multijet 95 CV S	€ 13.800	Gennaio 2018	68.800 km	Diesel - Euro 0	Manuale
FIAT 500 500 1.3 Multijet 95 CV Mirror	€ 12.900	Giugno 2017	89.000 km	Diesel - Euro 0	Manuale
FIAT 500C C 1.3 Multijet 16V 95CV Lounge	€ 9.000	Maggio 2011	120.000 km	Diesel - Euro 5	Manuale
Fiat 500C 500 C 1.3 Multijet 16V 75 CV Lounge	€ 7.900	Dicembre 2009	114.000 km	Diesel - Euro 5	Manuale
FIAT 500 1.2 S - CONSEGNA A CASA	€ 13.399	Gennaio 2018	26.650 km	Benzina - Euro 6	Manuale
FIAT 500 1.2 S - CONSEGNA A CASA	€ 13.399	Gennaio 2018	26.650 km	Benzina - Euro 6	Manuale
FIAT 500 1.2 S - CONSEGNA A CASA	€ 13.399	Gennaio 2018	26.650 km	Benzina - Euro 6	Manuale
FIAT 500 1.2 S - CONSEGNA A CASA	€ 13.399	Gennaio 2018	26.650 km	Benzina - Euro 6	Manuale
FIAT 500 1.2 S - CONSEGNA A CASA	€ 13.399	Gennaio 2018	26.650 km	Benzina - Euro 6	Manuale
FIAT 500 1.2 S - CONSEGNA A CASA	€ 13.399	Gennaio 2018	26.650 km	Benzina - Euro 6	Manuale
FIAT 500 1.2 S - CONSEGNA A CASA	€ 13.399	Gennaio 2018	26.650 km	Benzina - Euro 6	Manuale
FIAT 500 1.2 S - CONSEGNA A CASA	€ 13.399	Gennaio 2018	26.650 km	Benzina - Euro 6	Manuale
FIAT 500C 0.9 TwinAir Turbo	€ 10.699	Luglio 2013	34.360 km	Benzina - Euro 5	Manuale
"FIAT 500 1.2 Lounge ""NEOPATENTATI"""	€ 8.399	Giugno 2012	94.000 km	Benzina - Euro 5	Manuale
FIAT 500C 1.2 Lounge	€ 13.890	Dicembre 2016	53.758 km	Benzina - Euro 6	Automatico
Fiat 500 1.0 Hybrid 70cv Dolcevita PREZZO REALE	€ 16.700	Maggio 2021	13.400 km	Ibrido - Euro 6	Manuale
FIAT 500 1.2 Lounge	€ 10.300	Dicembre 2015	93.790 km	Benzina - Euro 6	Manuale
FIAT 500 500 1.0 Hybrid Sport	€ 16.900	Agosto 2021	6.366 km	Ibrido - Euro 6	Manuale
FIAT 500 500 1.0 Hybrid Sport	€ 16.900	Agosto 2021	6.366 km	Ibrido - Euro 6	Manuale
FIAT 500 1.2 Lounge *NEOPATENTATI*	€ 7.900	Novembre 2012	130.000 km	GPL - Euro 5	Manuale
Fiat 500 1.2 Pop	€ 14.100	Maggio 2019	17.066 km	Benzina - Euro 6	Manuale
Fiat 500 1.2 Pop +gpl*	€ 13.900	Dicembre 2019	49.999 km	Benzina - Euro 6	Manuale
Fiat 500 1.2 Lounge	€ 13.950	Novembre 2019	9.300 km	Benzina - Euro 6	Manuale
FIAT 500C 1.0 Hybrid Lounge NAVI	€ 18.950	Gennaio 2021	18.402 km	Ibrido - Euro 6	Manuale
FIAT 500 1.2 Lounge	€ 5.800	Novembre 2007	184.900 km	Benzina - Euro 4	Manuale
FIAT 500 500 1.2 Pop Euro6 Neopatentati km 57.000!!!!	€ 11.700	Giugno 2017	57.000 km	Benzina - Euro 6	Manuale
FIAT 500 1.2 GPL EASYPOWER POP IDEALE NEOPATENTATI	€ 11.900	Ottobre 2016	65.817 km	GPL - Euro 6	Manuale
FIAT 500 1.2 69CV Lounge	€ 13.990	Maggio 2019	51.900 km	Benzina - Euro 6	Manuale
FIAT 500C 1.2 Lounge 69cv	€ 9.490	Settembre 2011	61.501 km	Benzina - Euro 5	Manuale
FIAT 500C 1.2 Pop	€ 14.000	Dicembre 2016	74.142 km	Benzina - Euro 6	Automatico
FIAT 500 1.2 Lounge - CONSEGNA A CASA	€ 11.599	Gennaio 2017	50.360 km	Benzina - Euro 6	Manuale
FIAT 500 1.2 Lounge - CONSEGNA A CASA	€ 11.599	Gennaio 2017	50.360 km	Benzina - Euro 6	Manuale
FIAT 500 1.2 Pop - CONSEGNA A CASA	€ 12.299	Novembre 2017	47.640 km	Benzina - Euro 6	Manuale
FIAT 500 1.2 Pop - CONSEGNA A CASA	€ 12.299	Novembre 2017	47.640 km	Benzina - Euro 6	Manuale
